City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Japura,ID,-0.3167,102.35,73.89,96,97,1.23,overcast clouds
347,Sterling,US,39.0062,-77.4286,71.28,93,100,6.91,light rain
348,Boyolangu,ID,-8.1181,111.8935,72.59,89,72,4.5,broken clouds
349,Pitimbu,BR,-7.4706,-34.8086,82.99,79,37,13.67,scattered clouds
350,Broome,US,42.2506,-75.833,81.66,46,0,4.0,clear sky
351,Beboto,TD,8.2668,16.939,78.08,71,100,5.1,overcast clouds
352,Nikolskoye,RU,59.7035,30.7861,64.29,83,97,3.58,overcast clouds
353,Bereda,ES,43.2686,-7.5406,83.41,77,0,6.29,clear sky
354,Aklavik,CA,68.2191,-135.0107,59.0,88,100,11.5,haze
355,Noyabrsk,RU,63.1994,75.4507,65.52,60,23,10.16,few clouds
356,North Branch,US,45.5113,-92.9802,83.01,62,8,1.99,clear sky
357,Khatanga,RU,71.9667,102.5,45.63,93,100,1.01,overcast clouds
358,Musoma,TZ,-1.5,33.8,72.45,68,14,4.38,few clouds
359,Valle Hermoso,MX,25.6667,-97.8333,95.94,38,64,12.3,broken clouds
360,Batagay-Alyta,RU,67.8006,130.4114,46.15,88,47,2.84,scattered clouds
361,Guane,CU,22.2025,-84.0875,90.18,51,10,7.14,clear sky
362,Grand Gaube,MU,-20.0064,57.6608,69.39,61,67,5.99,broken clouds
363,Bambanglipuro,ID,-7.95,110.2833,75.04,84,19,10.0,few clouds
364,Anloga,GH,5.7947,0.8973,78.35,83,100,10.6,overcast clouds
365,Hualmay,PE,-11.0964,-77.6139,67.06,70,66,11.05,broken clouds
366,Constitucion,CL,-35.3333,-72.4167,51.89,93,100,20.8,overcast clouds
367,Guerrero Negro,MX,27.9769,-114.0611,76.37,60,58,15.43,broken clouds
368,Longyearbyen,SJ,78.2186,15.6401,44.44,70,75,21.85,broken clouds
369,Yazykovo,RU,55.2199,56.1353,66.11,81,9,2.46,clear sky
370,Nemuro,JP,43.3236,145.575,57.58,96,100,14.2,overcast clouds
371,Flagstaff,US,35.1981,-111.6513,87.57,21,20,5.75,few clouds
372,Chitral,PK,35.8462,71.7858,80.17,65,5,4.74,clear sky
373,Vila Franca Do Campo,PT,37.7167,-25.4333,74.19,71,45,8.86,scattered clouds
374,Cavan,IE,53.9908,-7.3606,67.69,76,87,6.4,overcast clouds
375,Horsham,GB,51.064,-0.3272,82.81,38,0,8.05,clear sky
376,Sarkand,KZ,45.41,79.9186,63.68,44,54,7.05,broken clouds
377,Varhaug,NO,58.6147,5.6457,54.95,78,96,25.77,overcast clouds
378,Ojinaga,MX,29.5667,-104.4167,100.58,36,0,5.75,clear sky
379,Sibolga,ID,1.7427,98.7792,76.66,83,68,3.04,broken clouds
380,Kurmanayevka,RU,52.5093,52.0675,68.72,68,59,2.35,broken clouds
381,Douglas,US,41.3,-96.167,85.55,63,40,6.91,scattered clouds
382,Alyangula,AU,-13.8483,136.4192,68.77,66,11,14.2,few clouds
383,Abalak,RU,58.1286,68.5944,64.96,70,7,4.7,clear sky
384,Mundo Nuevo,MX,18.7,-95.5,84.79,68,68,7.83,broken clouds
385,Avera,US,33.194,-82.5271,75.25,48,79,7.18,heavy intensity rain
386,Hebi,CN,35.8992,114.1925,75.18,84,33,13.33,scattered clouds
387,Ulaanbaatar,MN,47.9077,106.8832,53.73,82,40,6.71,scattered clouds
388,The Valley,AI,18.217,-63.0578,87.66,74,20,18.41,few clouds
389,Hay River,CA,60.8156,-115.7999,66.18,68,75,9.22,broken clouds
390,Jerantut,MY,3.936,102.3626,75.79,84,100,0.47,overcast clouds
391,Hamilton,US,39.1834,-84.5333,78.53,88,100,6.91,mist
392,Tharad,IN,24.3961,71.6267,85.26,74,70,13.02,broken clouds
393,Tabuk,PH,17.4189,121.4443,74.34,93,74,4.07,broken clouds
394,Gizo,SB,-8.103,156.8419,80.29,71,59,4.99,broken clouds
395,Arlit,NE,18.7369,7.3853,100.44,11,12,6.6,few clouds
396,Mabaruma,GY,8.2,-59.7833,75.04,98,98,1.81,overcast clouds
397,Kalmunai,LK,7.4167,81.8167,84.52,62,100,5.95,overcast clouds
398,Savelugu,GH,9.6244,-0.8253,82.38,70,97,8.9,light rain
399,Oranjemund,NA,-28.55,16.4333,58.48,76,2,22.62,clear sky
400,Verkhnyaya Inta,RU,65.9811,60.3094,58.19,71,84,2.35,broken clouds
401,Adrar,MR,20.5022,-10.0711,109.38,8,13,5.46,few clouds
402,Vanimo,PG,-2.6741,141.3028,77.83,87,87,5.32,overcast clouds
403,Bratsk,RU,56.1325,101.6142,52.29,87,80,5.39,broken clouds
404,Roma,US,43.2128,-75.4557,76.37,42,0,7.0,clear sky
405,Santa Lucia,ES,27.9117,-15.5407,74.77,61,0,29.93,clear sky
406,Bodden Town,KY,19.2833,-81.25,89.6,72,20,11.5,few clouds
407,Ust-Kuyga,RU,70.0167,135.6,44.49,83,9,7.87,clear sky
408,Methoni,GR,36.8197,21.7049,80.46,64,14,11.05,few clouds
409,Korla,CN,41.7597,86.1469,80.51,29,84,11.14,broken clouds
410,Manoharpur,IN,27.3,75.95,88.9,53,100,9.28,overcast clouds
411,Rawson,AR,-43.3002,-65.1023,59.63,30,43,14.38,scattered clouds
412,Fairbanks,US,64.8378,-147.7164,71.22,66,20,4.61,smoke
413,Burns Lake,CA,54.2331,-125.7533,56.62,48,29,8.97,scattered clouds
414,Ginir,ET,7.1333,40.7,57.18,79,98,7.65,overcast clouds
415,Balozi,LV,56.8761,24.1186,62.49,82,40,4.61,scattered clouds
416,Waingapu,ID,-9.6567,120.2641,74.77,86,63,12.17,broken clouds
417,Harper,LR,4.375,-7.7169,77.4,72,82,10.58,broken clouds
418,Comodoro Rivadavia,AR,-45.8667,-67.5,51.66,58,0,9.22,clear sky
419,Bonnyville,CA,54.2668,-110.735,69.6,65,50,8.77,scattered clouds
420,Sinegorskiy,RU,48.0139,40.8447,81.61,27,59,13.6,broken clouds
421,Gryfino,PL,53.2524,14.4883,69.22,63,48,12.35,scattered clouds
422,Nicoya,CR,10.1483,-85.452,84.69,73,87,4.07,moderate rain
423,Khuzdar,PK,27.7384,66.6434,81.52,63,15,7.58,few clouds
424,Kifri,IQ,34.6959,44.9661,101.48,12,0,13.09,clear sky
425,Bilma,NE,18.6853,12.9164,97.16,16,0,3.18,clear sky
426,Fort Nelson,CA,58.8053,-122.7002,56.79,94,100,10.36,light intensity shower rain
427,Atambua,ID,-9.1061,124.8925,69.69,85,62,5.99,broken clouds
428,Giyani,ZA,-23.3025,30.7187,66.07,56,82,3.67,broken clouds
429,Itarema,BR,-2.9248,-39.9167,85.66,56,65,14.81,broken clouds
430,Coquimbo,CL,-29.9533,-71.3436,62.33,59,40,9.22,scattered clouds
431,Ugoofaaru,MV,5.6667,73.0,82.08,76,74,16.37,broken clouds
432,Diego De Almagro,CL,-26.3667,-70.05,66.34,25,55,10.2,broken clouds
433,San Jose,US,37.3394,-121.895,78.85,58,20,1.01,few clouds
434,San Lawrenz,MT,36.0553,14.204,82.85,60,0,1.99,clear sky
435,Amahai,ID,-3.3333,128.9167,77.5,88,97,5.66,overcast clouds
436,Namangan,UZ,40.9983,71.6726,81.05,41,76,0.0,broken clouds
437,Pandan,PH,14.0453,124.1694,79.52,87,97,4.56,overcast clouds
438,Swan Hill,AU,-35.3378,143.5544,40.3,92,1,6.44,clear sky
439,Saldanha,ZA,-33.0117,17.9442,55.45,91,57,16.75,broken clouds
440,Ville-Marie,CA,47.3335,-79.433,73.26,41,13,8.25,few clouds
441,Safranbolu,TR,41.2508,32.6942,67.19,92,71,3.04,moderate rain
442,Issenye,TZ,-2.0,34.3333,73.49,41,57,5.17,broken clouds
443,Bouloupari,NC,-21.8667,166.05,69.71,89,9,6.02,clear sky
444,Setermoen,NO,68.861,18.3486,58.96,87,99,1.99,overcast clouds
445,Zlobin,HR,45.2924,14.6541,70.9,34,0,8.05,clear sky
446,Fuerte Olimpo,PY,-21.0415,-57.8738,96.33,18,10,13.02,clear sky
447,Pokhara,NP,28.2333,83.9833,72.1,89,79,4.0,broken clouds
448,Desur,IN,12.4333,79.4833,82.08,61,100,11.14,overcast clouds
449,Kizukuri,JP,40.8061,140.3861,68.11,96,97,3.6,light rain
450,Kang,BW,-23.6752,22.7876,59.34,34,0,8.08,clear sky
451,Sale,MA,34.0389,-6.8166,97.63,37,10,8.05,clear sky
452,Tornio,FI,65.8481,24.1466,66.22,61,100,3.89,overcast clouds
453,Bustamante,MX,26.5333,-100.5,96.89,29,70,5.59,broken clouds
454,Richards Bay,ZA,-28.783,32.0377,68.36,71,0,14.54,clear sky
455,Lang Son,VN,21.8333,106.7333,74.48,94,33,0.78,scattered clouds
456,Bondo,CD,3.8146,23.6866,70.12,96,97,2.19,overcast clouds
457,Nizhneivkino,RU,58.194,49.5214,64.8,88,80,3.85,light rain
458,Iwanai,JP,42.9744,140.5089,67.75,97,76,1.72,broken clouds
459,Yar-Sale,RU,66.8333,70.8333,56.23,71,1,0.72,clear sky
460,Sembe,CG,1.6481,14.5806,71.8,96,60,2.86,light rain
461,Moerai,PF,-22.4333,-151.3333,72.37,55,65,14.5,broken clouds
462,Kiunga,PG,-6.1219,141.2906,71.69,100,82,1.83,broken clouds
463,Gambiran,ID,-6.7988,111.4951,71.42,86,6,5.26,clear sky
464,Keti Bandar,PK,24.1447,67.4497,82.76,82,96,15.77,overcast clouds
465,Zarechnyy,RU,53.2036,45.1923,67.53,71,84,1.97,light rain
466,Tukrah,LY,32.5341,20.5791,79.48,66,4,16.91,clear sky
467,Airai,TL,-8.9266,125.4092,56.05,93,87,3.53,overcast clouds
468,Rantoul,US,40.3084,-88.1559,80.98,74,40,14.97,scattered clouds
469,Nanakuli,US,21.3906,-158.1547,76.95,78,100,3.44,light intensity drizzle
470,Hofn,IS,64.2539,-15.2082,50.83,89,100,2.42,overcast clouds
471,Kincardine,GB,56.0667,-3.7167,75.92,54,69,8.16,broken clouds
472,Linjiang,CN,41.8069,126.9078,63.07,97,75,1.28,broken clouds
473,Santa Marta,CO,11.2408,-74.199,91.45,60,20,8.01,few clouds
474,West Lafayette,US,40.4259,-86.9081,80.22,51,0,10.36,clear sky
475,Nevsehir,TR,38.9167,34.6667,79.81,34,20,8.05,few clouds
476,West Plains,US,36.7281,-91.8524,85.89,68,100,9.22,overcast clouds
477,Oxford,GB,51.7522,-1.256,80.22,34,0,8.05,clear sky
478,Dodoma,TZ,-6.1722,35.7395,63.28,56,6,10.8,clear sky
479,Dzhebariki-Khaya,RU,62.2167,135.8,56.62,76,99,4.36,overcast clouds
480,Sur,OM,22.5667,59.5289,83.07,82,100,9.4,overcast clouds
481,San Andres,CO,12.5847,-81.7006,87.82,70,75,14.97,broken clouds
482,Quelimane,MZ,-17.8786,36.8883,71.55,78,0,3.44,clear sky
483,Santarem,BR,-2.4431,-54.7083,86.13,79,20,11.5,few clouds
484,Atherton,GB,53.5237,-2.4935,69.75,68,40,8.01,scattered clouds
485,Bintulu,MY,3.1667,113.0333,77.41,94,20,3.44,few clouds
486,Muros,ES,42.7762,-9.0603,82.09,56,7,4.68,clear sky
487,Lere,NG,10.387,8.5726,71.37,90,90,8.84,light rain
488,Kassala,SD,15.451,36.4,80.78,65,97,15.73,overcast clouds
489,Banda Aceh,ID,5.5577,95.3222,81.09,77,100,14.03,overcast clouds
490,Aksehir,TR,38.3575,31.4164,73.98,45,44,5.84,scattered clouds
491,Sauce,UY,-34.6469,-56.0628,66.13,87,76,11.41,broken clouds
492,Gazanjyk,TM,39.2446,55.5154,85.17,17,0,9.66,clear sky
493,Broken Hill,AU,-31.95,141.4333,40.77,89,33,7.47,scattered clouds
494,Kieta,PG,-6.2167,155.6333,77.36,82,43,6.55,scattered clouds
495,Lima,PE,-12.0432,-77.0282,70.9,68,75,10.36,broken clouds
496,Puerto Escondido,MX,15.85,-97.0667,88.5,61,4,8.34,clear sky
497,Sao Filipe,CV,14.8961,-24.4956,74.39,84,36,6.51,scattered clouds
498,Carballo,ES,43.213,-8.691,96.22,59,0,2.53,clear sky
499,Domoni,KM,-12.2569,44.5319,74.52,74,57,6.46,broken clouds
500,Sorland,NO,67.667,12.6934,55.26,78,18,7.0,few clouds
501,Rio Gallegos,AR,-51.6226,-69.2181,28.45,86,0,12.66,clear sky
502,Alice Springs,AU,-23.7,133.8833,33.35,80,0,4.61,clear sky
503,Bam,IR,29.106,58.357,93.83,13,43,6.62,scattered clouds
504,Bondoukou,CI,8.0333,-2.8,72.88,95,98,6.02,moderate rain
505,Masuguru,TZ,-11.3667,38.4167,75.52,47,50,8.48,scattered clouds
506,Nome,US,64.5011,-165.4064,62.17,77,0,4.61,clear sky
507,Hammerfest,NO,70.6634,23.6821,54.05,71,20,10.36,few clouds
508,Valparaiso,CL,-33.0393,-71.6273,54.48,88,100,32.21,overcast clouds
509,Kurilsk,RU,45.2333,147.8833,56.08,67,75,10.29,broken clouds
510,Nouakchott,MR,18.0858,-15.9785,78.73,80,44,16.46,scattered clouds
511,Pasca,CO,4.3072,-74.3006,64.47,78,97,1.88,overcast clouds
512,Shelburne,CA,44.0787,-80.2041,71.24,38,8,9.51,clear sky
513,Makakilo City,US,21.3469,-158.0858,75.52,79,100,9.22,light intensity drizzle
514,Puerto Carreno,CO,6.189,-67.4859,84.18,70,20,4.61,few clouds
515,Sooke,CA,48.3746,-123.7276,70.09,67,100,6.82,overcast clouds
516,Tuatapere,NZ,-46.1333,167.6833,33.82,84,12,2.84,few clouds
517,Namibe,AO,-15.1961,12.1522,64.47,82,11,10.0,few clouds
518,Traverse City,US,44.7631,-85.6206,79.99,41,40,6.91,scattered clouds
519,Mananjary,MG,-21.2167,48.3333,68.29,74,93,7.14,light rain
520,Hays,US,30.0502,-98.0336,100.63,35,0,3.67,clear sky
521,Houma,US,29.5958,-90.7195,93.02,62,40,9.22,scattered clouds
522,Rivers,CA,50.0308,-100.2403,76.15,71,57,13.51,broken clouds
523,Metapan,SV,14.3333,-89.45,88.36,53,52,4.9,broken clouds
524,Khorixas,NA,-20.3667,14.9667,58.96,49,0,14.14,clear sky
525,Changji,CN,44.0167,87.3167,70.59,64,0,4.47,clear sky
526,Turtas,RU,58.9417,69.1325,67.1,64,6,5.3,clear sky
527,Byron Bay,AU,-28.65,153.6167,48.94,83,89,9.33,overcast clouds
528,Nouadhibou,MR,20.931,-17.0347,71.58,83,47,20.71,scattered clouds
529,Noumea,NC,-22.2763,166.4572,75.99,99,1,5.57,clear sky
530,Porto Velho,BR,-8.7619,-63.9039,89.65,48,75,8.05,broken clouds
531,Tura,IN,25.5198,90.2201,76.21,88,26,3.33,scattered clouds
532,San Juan,AR,-31.5375,-68.5364,77.0,5,0,2.95,clear sky
533,Kousseri,CM,12.0769,15.0306,89.56,58,20,5.75,few clouds
534,Vila Velha,BR,-20.3297,-40.2925,75.15,94,75,8.05,broken clouds
535,Lata,PT,40.1629,-8.3327,90.48,40,0,8.52,clear sky
536,Solnechnyy,RU,50.7214,136.6319,67.35,94,70,5.03,broken clouds
537,Aksarayskiy,RU,46.7924,48.0119,79.34,28,57,7.61,broken clouds
538,Vacaria,BR,-28.5122,-50.9339,66.54,68,67,7.87,broken clouds
539,Minas,UY,-34.3759,-55.2377,67.26,80,86,16.55,overcast clouds
540,Yashkul,RU,46.1711,45.3435,83.17,28,38,13.67,scattered clouds
541,Staryy Nadym,RU,65.6118,72.6842,57.65,72,13,5.3,few clouds
542,Barkly West,ZA,-28.5354,24.5215,56.48,42,0,9.28,clear sky
543,Iqaluit,CA,63.7506,-68.5145,38.93,86,40,6.91,scattered clouds
544,Miramar,US,25.9873,-80.2323,93.99,64,40,17.27,scattered clouds
545,Guozhen,CN,34.3659,107.359,83.98,46,90,4.65,overcast clouds
546,Biltine,TD,14.5333,20.9167,93.22,24,4,8.05,clear sky
547,Sioux Lookout,CA,50.1001,-91.917,77.07,47,75,8.05,broken clouds
548,Tambun,ID,-6.2641,107.0712,80.49,71,60,3.65,broken clouds
549,Ekhabi,RU,53.5102,142.9671,60.33,89,30,9.53,scattered clouds
550,Lakhtar,IN,22.85,71.7833,81.19,84,100,11.16,overcast clouds
551,Robertsport,LR,6.7533,-11.3686,75.69,92,100,14.54,moderate rain
552,Ust-Ilimsk,RU,58.0006,102.6619,51.26,91,15,1.92,few clouds
553,Vytegra,RU,61.0064,36.4481,62.22,79,92,5.68,overcast clouds
554,Katherine,AU,-14.4667,132.2667,55.72,58,53,8.05,broken clouds
555,Kruisfontein,ZA,-34.0033,24.7314,68.25,30,0,11.32,clear sky
556,Oktyabrskiy,RU,54.4815,53.471,67.68,76,39,2.17,scattered clouds
557,Masallatah,LY,32.6167,14.0,76.66,64,0,12.48,clear sky
558,Entre Rios,BR,-11.9419,-38.0844,79.03,57,25,11.14,scattered clouds
559,San Pedro,PH,14.35,121.0167,83.35,91,75,3.44,broken clouds
560,Mountain Home,US,43.133,-115.6912,80.08,34,0,11.5,clear sky
561,Weatherford,US,32.7593,-97.7972,103.66,36,2,3.0,clear sky
562,Manzanillo,CU,20.3433,-77.1167,87.91,59,43,3.42,scattered clouds
563,Mount Gambier,AU,-37.8333,140.7667,37.31,93,100,5.75,overcast clouds
564,Ketchikan,US,55.3422,-131.6461,57.67,94,100,9.22,light rain
565,Saint-Augustin,CA,51.226,-58.6502,61.66,70,55,19.3,broken clouds
566,Urumqi,CN,43.801,87.6005,67.15,64,0,4.47,clear sky
567,Nhulunbuy,AU,-12.2333,136.7667,70.41,73,40,11.5,scattered clouds
568,Auki,SB,-8.7676,160.7034,75.65,87,61,3.36,broken clouds
569,Matamoros,MX,25.5333,-103.25,91.02,30,39,7.0,scattered clouds
570,Santa Rosa,PH,14.3122,121.1114,84.11,89,29,4.99,scattered clouds
571,Whitehorse,CA,60.7161,-135.0538,64.09,45,40,2.3,scattered clouds
572,Hami,CN,42.8,93.45,87.8,11,73,22.5,broken clouds
573,Luyang,CN,27.6239,110.0989,77.47,86,11,3.98,few clouds
574,Mazatlan,MX,23.2167,-106.4167,89.91,76,74,3.0,broken clouds
575,Villena,ES,38.6373,-0.8657,87.03,52,0,6.22,clear sky
576,Sabha,LY,27.0377,14.4283,97.68,13,0,5.55,clear sky
577,Patan,NP,27.6667,85.3333,71.98,94,75,4.61,broken clouds
578,Slave Lake,CA,55.2834,-114.769,67.98,42,0,19.57,clear sky
579,San Felipe,VE,10.3399,-68.7425,87.08,56,75,5.84,broken clouds
580,Moree,AU,-29.4667,149.85,40.37,85,3,7.38,clear sky
581,Jardim,BR,-21.4803,-56.1381,93.04,22,2,10.67,clear sky
582,Mecca,SA,21.4267,39.8261,94.91,16,100,5.08,overcast clouds
583,Semnan,IR,35.5729,53.3971,91.24,18,0,11.5,clear sky
584,Tucuma,BR,-0.1833,-50.05,85.59,61,20,7.05,few clouds
585,Xichang,CN,27.8964,102.2634,67.06,86,19,1.54,few clouds
586,Jishou,CN,28.3167,109.7167,78.98,87,17,2.84,few clouds
587,Evensk,RU,61.95,159.2333,50.2,95,88,1.05,overcast clouds
588,Lac Du Bonnet,CA,50.2536,-96.0612,84.36,47,66,10.18,broken clouds
589,Brewster,US,41.3973,-73.6171,84.4,43,0,3.44,clear sky
590,Beira,MZ,-19.8436,34.8389,66.29,94,20,4.61,few clouds
591,Foumbot,CM,5.5079,10.6356,66.54,96,99,3.09,moderate rain
592,Kirakira,SB,-10.4544,161.9205,77.9,84,19,6.53,few clouds
593,Caninde,BR,-4.3589,-39.3117,88.09,39,36,11.41,scattered clouds
594,Barinas,VE,8.6226,-70.2075,84.24,70,100,6.91,overcast clouds
595,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,78.6,94,75,8.05,broken clouds
596,Eydhafushi,MV,5.1033,73.0708,82.49,75,38,16.4,scattered clouds
597,Dalby,AU,-27.1833,151.2667,40.84,82,69,5.91,broken clouds
598,Nsanje,MW,-16.92,35.262,65.52,77,55,3.78,broken clouds
599,Riviere-Au-Renard,CA,48.9957,-64.3971,64.69,54,51,20.07,broken clouds
600,Araouane,ML,18.9048,-3.5265,106.66,7,94,11.01,overcast clouds
601,Hit,IQ,33.6416,42.8251,97.32,11,0,13.4,clear sky
602,Nikolayevsk-Na-Amure,RU,53.1406,140.73,59.7,88,5,3.67,clear sky
603,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,68.59,88,0,2.24,clear sky
604,Ban Tak,TH,17.0432,99.0813,79.21,97,100,3.56,overcast clouds
605,Mandla,IN,22.6,80.3833,79.99,80,41,2.24,scattered clouds
606,Mananara,MG,-16.1667,49.7667,68.07,88,19,11.81,light rain
607,Spassk,RU,52.747,87.7545,61.0,64,51,6.17,broken clouds
608,Whitianga,NZ,-36.8333,175.7,54.88,91,14,3.22,few clouds
609,Kondagaon,IN,19.6,81.6667,72.39,97,95,4.59,light rain
610,Buala,SB,-8.145,159.5921,78.62,80,67,5.35,broken clouds
611,Trairi,BR,-3.2778,-39.2689,84.47,57,73,13.31,broken clouds
612,Belaya Gora,RU,68.5333,146.4167,44.6,85,41,5.46,scattered clouds
613,Goure,NE,13.9835,10.2704,90.01,53,79,4.83,moderate rain
614,Ust-Ishim,RU,57.6935,71.1665,66.02,74,52,5.21,broken clouds
615,Bafoulabe,ML,13.8065,-10.8321,94.46,45,44,5.3,scattered clouds
616,Stromness,GB,58.965,-3.296,55.87,85,100,10.0,light rain
617,Kota Kinabalu,MY,5.9749,116.0724,73.38,94,20,9.22,few clouds
618,Maturin,VE,9.75,-63.1767,83.52,75,97,8.97,overcast clouds
619,Dosso,NE,13.049,3.1937,95.43,34,52,7.67,light rain
620,Srandakan,ID,-7.9386,110.2506,74.82,85,14,8.32,few clouds
621,Huilong,CN,31.8111,121.655,84.92,92,100,6.13,overcast clouds
622,Maanshan,CN,31.6957,118.4983,82.45,87,57,4.97,broken clouds
623,Kurud,IN,20.8322,81.7214,78.78,87,100,3.65,light rain
624,Gopalpur,IN,19.2667,84.9167,81.34,86,71,8.23,broken clouds
625,Yarmouth,US,41.7057,-70.2286,78.94,63,0,14.97,clear sky
626,Beloha,MG,-25.1667,45.05,65.52,59,0,11.45,clear sky
627,Zhigalovo,RU,54.8097,105.1578,50.79,96,27,3.42,scattered clouds
628,Barcelos,PT,41.5388,-8.6151,91.92,34,0,5.41,clear sky
629,Vaitape,PF,-16.5167,-151.75,77.77,77,83,21.61,light rain
630,Alice Town,BS,25.7167,-79.3,83.75,72,6,11.92,clear sky
631,Togur,RU,58.3631,82.8265,65.62,75,86,3.24,overcast clouds
632,Monte Patria,CL,-30.6919,-70.9467,55.67,59,78,6.76,moderate rain
633,Yanam,IN,16.7333,82.2167,76.66,90,99,8.97,overcast clouds
634,Paamiut,GL,61.994,-49.6678,39.45,93,100,7.47,overcast clouds
635,Cienaga,CO,11.007,-74.2476,91.98,62,20,4.61,few clouds
636,Cap-Aux-Meules,CA,47.3821,-61.8597,62.65,67,20,17.27,few clouds
637,Ajdabiya,LY,30.7554,20.2263,79.99,66,0,21.0,clear sky
638,Santiago Del Estero,AR,-27.7951,-64.2615,88.79,28,1,12.44,clear sky
639,Florestopolis,BR,-22.8633,-51.3872,80.64,35,2,8.41,clear sky
640,Port Macquarie,AU,-31.4333,152.9167,47.35,76,5,7.54,clear sky
641,Qujing,CN,25.4833,103.7833,60.6,97,21,3.6,few clouds
642,Honningsvag,NO,70.9821,25.9704,55.15,76,86,4.61,overcast clouds
643,Uige,AO,-7.6087,15.0613,72.1,40,79,1.86,broken clouds
644,Mareeba,AU,-17.0,145.4333,63.32,90,42,2.68,scattered clouds
645,Vadso,NO,70.0744,29.7487,58.08,82,75,12.66,broken clouds
646,Cabedelo,BR,-6.9811,-34.8339,83.07,78,13,15.46,few clouds
647,Green River,US,41.5286,-109.4662,92.98,19,9,5.01,clear sky
648,Asekeyevo,RU,53.5742,52.7972,68.77,71,96,0.31,overcast clouds
649,Matay,EG,28.419,30.7792,93.7,22,1,19.44,clear sky
650,Betlitsa,RU,54.0095,33.9588,61.75,96,97,0.98,overcast clouds
651,Wanning,CN,18.8003,110.3967,79.39,89,70,3.27,broken clouds
652,Daru,PG,-9.0763,143.2092,76.64,89,43,12.41,scattered clouds
653,Tiznit,MA,29.5833,-9.5,99.5,14,60,9.4,broken clouds
654,Emerald,AU,-23.5333,148.1667,43.34,74,0,9.15,clear sky
655,Fort Dodge,US,42.4975,-94.168,78.8,73,75,3.44,broken clouds
656,Ambilobe,MG,-13.2,49.05,67.55,60,2,6.29,clear sky
657,Lincoln,US,40.8,-96.667,86.27,64,0,6.91,clear sky
658,Acapulco,MX,16.8634,-99.8901,86.45,71,85,8.61,overcast clouds
659,Ambovombe,MG,-25.1667,46.0833,64.36,66,0,10.16,clear sky
660,Peniche,PT,39.3558,-9.3811,89.08,72,1,10.45,clear sky
661,Guaratinga,BR,-16.5667,-39.5667,79.83,45,32,11.39,scattered clouds
662,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,74,18,10.36,few clouds
663,Conil,FR,44.9673,3.7177,68.14,41,0,10.4,clear sky
664,Barra,BR,-11.0894,-43.1417,87.01,33,0,9.31,clear sky
665,San Quintin,MX,30.4833,-115.95,74.34,65,25,15.03,scattered clouds
666,Batemans Bay,AU,-35.7167,150.1833,55.09,85,100,12.86,overcast clouds
667,Marechal Candido Rondon,BR,-24.5561,-54.0567,77.18,51,2,11.77,clear sky
668,Biak,ID,-0.9131,122.8766,74.53,90,92,5.41,overcast clouds
669,Wau,SS,7.7029,27.9953,72.36,90,97,3.58,overcast clouds
670,Kenora,CA,49.8167,-94.4337,76.17,46,75,15.01,broken clouds
671,Padang,ID,-0.9492,100.3543,77.18,87,76,2.62,broken clouds
672,Shahreza,IR,32.0339,51.8794,85.84,14,67,10.25,broken clouds
673,Potsdam,DE,52.3989,13.0657,70.09,79,76,7.63,broken clouds
674,Mari,BR,-7.06,-35.3194,81.41,77,19,12.73,few clouds
675,Mogadishu,SO,2.0371,45.3438,75.58,81,20,19.48,light rain
676,Chililabombwe,ZM,-12.3648,27.8229,64.54,47,47,10.92,scattered clouds
677,Rafraf,TN,37.1904,10.1837,80.92,68,0,15.99,clear sky
678,Acarau,BR,-2.8856,-40.12,85.33,57,88,15.73,overcast clouds
679,Sattahip,TH,12.6664,100.9007,80.69,78,40,5.75,scattered clouds
680,Tigil,RU,57.8,158.6667,60.1,94,16,6.58,few clouds
681,Erandio,ES,43.3079,-2.945,87.17,66,0,13.0,clear sky
682,Marawi,PH,7.9986,124.2928,68.47,92,85,6.13,overcast clouds
683,Nesbyen,NO,60.5681,9.1027,61.02,57,52,5.01,broken clouds
684,Bonavista,CA,48.6499,-53.1147,59.05,69,48,17.65,scattered clouds
685,Talara,PE,-4.5772,-81.2719,72.36,64,0,20.71,clear sky
686,Chitrakonda,IN,18.1167,82.0833,71.96,99,100,3.4,overcast clouds
687,Cascais,PT,38.6979,-9.4215,96.66,31,0,21.85,clear sky
688,Kabinda,CD,-6.1333,24.4833,71.1,32,16,3.15,few clouds
689,Xining,CN,36.6167,101.7667,61.74,79,68,3.44,broken clouds
