City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
629,Vaitape,PF,77.77,light rain,-16.5167,-151.75,Conrad Bora Bora Nui
630,Alice Town,BS,83.75,clear sky,25.7167,-79.3,Bimini Big Game Club Resort & Marina
633,Yanam,IN,76.66,overcast clouds,16.7333,82.2167,The Regency Hotel
635,Cienaga,CO,91.98,few clouds,11.007,-74.2476,The Journey Hostel
637,Ajdabiya,LY,79.99,clear sky,30.7554,20.2263,Almadina Hotel
638,Santiago Del Estero,AR,88.79,clear sky,-27.7951,-64.2615,Apartamentos Castelli 90
639,Florestopolis,BR,80.64,clear sky,-22.8633,-51.3872,Rancho Caíque
643,Uige,AO,72.1,broken clouds,-7.6087,15.0613,Hotel Catraio
646,Cabedelo,BR,83.07,few clouds,-6.9811,-34.8339,Pousada Camboinha
647,Green River,US,92.98,clear sky,41.5286,-109.4662,Hampton Inn & Suites Green River
649,Matay,EG,93.7,clear sky,28.419,30.7792,Nag Aespen
651,Wanning,CN,79.39,broken clouds,18.8003,110.3967,Paradise Hotel
652,Daru,PG,76.64,scattered clouds,-9.0763,143.2092,Daru Lodge
655,Fort Dodge,US,78.8,broken clouds,42.4975,-94.168,"Country Inn & Suites by Radisson, Fort Dodge, IA"
657,Lincoln,US,86.27,clear sky,40.8,-96.667,Courtyard by Marriott Lincoln Downtown/Haymarket
658,Acapulco,MX,86.45,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
660,Peniche,PT,89.08,clear sky,39.3558,-9.3811,Hotel Star inn Peniche
661,Guaratinga,BR,79.83,scattered clouds,-16.5667,-39.5667,Hotel Caraíva
662,Sao Joao Da Barra,BR,78.89,few clouds,-21.6403,-41.0511,Pousada Porto De Canoas
664,Barra,BR,87.01,clear sky,-11.0894,-43.1417,Pousada Bahia
665,San Quintin,MX,74.34,scattered clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
667,Marechal Candido Rondon,BR,77.18,clear sky,-24.5561,-54.0567,Hotel Bender
668,Biak,ID,74.53,overcast clouds,-0.9131,122.8766,Penginapan Kim
669,Wau,SS,72.36,overcast clouds,7.7029,27.9953,Universal Gab Hotel
670,Kenora,CA,76.17,broken clouds,49.8167,-94.4337,Maynard Lake Lodge
671,Padang,ID,77.18,broken clouds,-0.9492,100.3543,Mercure Padang
672,Shahreza,IR,85.84,broken clouds,32.0339,51.8794,خوابگاه
673,Potsdam,DE,70.09,broken clouds,52.3989,13.0657,Dorint Hotel Sanssouci Berlin/Potsdam
674,Mari,BR,81.41,few clouds,-7.06,-35.3194,Pousada Itapemirim / Agência De Viajem
675,Mogadishu,SO,75.58,light rain,2.0371,45.3438,Hotel Juba
677,Rafraf,TN,80.92,clear sky,37.1904,10.1837,Les Jardins de la Mer Ghar el Melh
678,Acarau,BR,85.33,overcast clouds,-2.8856,-40.12,castelo pizzaria
679,Sattahip,TH,80.69,scattered clouds,12.6664,100.9007,Pob Choke Residences ( พบโชคเรดซิเด้นท์ )
681,Erandio,ES,87.17,clear sky,43.3079,-2.945,Hotel Naval Sestao
685,Talara,PE,72.36,clear sky,-4.5772,-81.2719,Hostal Oro Negro
686,Chitrakonda,IN,71.96,overcast clouds,18.1167,82.0833,Dantunaguda
688,Kabinda,CD,71.1,few clouds,-6.1333,24.4833,Village Mianda Mutole
